State_FIPS_code,State,Compound,Year,Units,Corn,Soybeans,Wheat,Cotton,Vegetables_and_fruit,Rice,Orchards_and_grapes,Alfalfa,Pasture_and_hay,Other_crops,Unnamed: 15
1,Alabama,DIURON,2016,kg,,,,9367.0,,,,,,,
1,Alabama,DODINE,2016,kg,,,,,,,3491.2,,,,
1,Alabama,ESFENVALERATE,2016,kg,,,,,28.6,,5.3,,,41.8,
1,Alabama,ETHALFLURALIN,2016,kg,,305.6,,,1337.2,,,,,1958.5,
1,Alabama,ETHEPHON,2016,kg,,,,176546.9,,,,,,,
1,Alabama,FENTIN,2016,kg,,,,,,,3973.5,,,,
1,Alabama,FERBAM,2016,kg,,,,,,,121.0,,,,
1,Alabama,FLONICAMID,2016,kg,,,,,,,57.7,,,,
1,Alabama,FLUAZIFOP,2016,kg,,,,,,,,,,52.6,
1,Alabama,FLUMICLORAC,2016,kg,,236.4,,,,,,,,,
1,Alabama,FLUMIOXAZIN,2016,kg,,5867.5,,2874.3,0.2,,,,,3989.7,
1,Alabama,FLUOMETURON,2016,kg,,,,22336.5,,,,,,,
1,Alabama,FLUOPICOLIDE,2016,kg,,,,,1.5,,,,,,
1,Alabama,FLUOPYRAM,2016,kg,,,,851.8,,,,,,272.4,
1,Alabama,FLUROXYPYR,2016,kg,,,,,,,,,203.9,,
1,Alabama,FLUTOLANIL,2016,kg,,,,,,,,,,21639.0,
1,Alabama,FLUTRIAFOL,2016,kg,,450.3,,870.8,,,,,,,
1,Alabama,FLUXAPYROXAD,2016,kg,,124.3,380.5,117.9,,,,,,194.8,
1,Alabama,FOMESAFEN,2016,kg,,27882.9,,6301.5,,,,,,,
1,Alabama,GLUFOSINATE,2016,kg,,979.0,,33613.2,,,78.2,,,,
1,Alabama,GLYPHOSATE,2016,kg,214005.9,320786.4,13345.3,244645.7,648.9,,2215.6,96.7,31300.2,69706.7,
1,Alabama,HALOSULFURON,2016,kg,,,,,7.0,,,,,,
1,Alabama,IMAZAPIC,2016,kg,,,,,,,,,,3794.1,
1,Alabama,IMIDACLOPRID,2016,kg,,,,3223.3,42.0,,278.6,,,4569.0,
1,Alabama,INDAZIFLAM,2016,kg,,,,,,,62.7,,,,
1,Alabama,KRESOXIM-METHYL,2016,kg,,,,,,,255.4,,,,
1,Alabama,LACTOFEN,2016,kg,,,,,,,,,,71.1,
1,Alabama,MALATHION,2016,kg,,,,,,,470.7,,,,
1,Alabama,MANCOZEB,2016,kg,,,,,626.9,,237.3,,,,
1,Alabama,MCPA,2016,kg,,,762.9,,,,,,,,
1,Alabama,MEPIQUAT,2016,kg,,,,5385.2,,,,,,,
1,Alabama,MESOSULFURON,2016,kg,,,79.0,,,,,,,,
1,Alabama,MESOTRIONE,2016,kg,2581.1,,,,,,,,,,
1,Alabama,METAM,2016,kg,,,,,,,,,,10498.9,
1,Alabama,METCONAZOLE,2016,kg,264.8,,771.3,,,,,,,,
1,Alabama,METHOMYL,2016,kg,,115.6,,,,,,,,,
1,Alabama,METHOXYFENOZIDE,2016,kg,,6456.4,,,,,108.5,,,,
1,Alabama,METOLACHLOR,2016,kg,,15173.2,,,164.6,,,,,627.2,
1,Alabama,METOLACHLOR-S,2016,kg,48927.8,118472.6,,37863.5,215.8,,,,,78294.2,
1,Alabama,METOLACHLOR & METOLACHLOR-S,2016,kg,48927.8,133645.8,,37863.5,380.4,,,,,78921.4,
1,Alabama,METRIBUZIN,2016,kg,,10725.2,,,,,,,,,
1,Alabama,METSULFURON,2016,kg,,,11.6,,,,,,,,
1,Alabama,MYCLOBUTANIL,2016,kg,,,,,,,2.2,,,,
1,Alabama,NAPROPAMIDE,2016,kg,,,,,3.9,,,,,,
1,Alabama,NOVALURON,2016,kg,,,,152.7,,,,,,160.1,
1,Alabama,OXAMYL,2016,kg,,,,217.6,85.3,,,,,,
1,Alabama,OXYTETRACYCLINE,2016,kg,,,,,,,12.7,,,,
1,Alabama,PARAQUAT,2016,kg,647.1,3122.8,6071.5,14824.1,164.8,,1564.9,53.4,145.2,4321.3,
1,Alabama,PENDIMETHALIN,2016,kg,2626.6,5023.3,536.0,47547.3,50.6,,,,,16263.5,
1,Alabama,PENTHIOPYRAD,2016,kg,,,,,23.3,,,,,2221.5,
1,Alabama,PERMETHRIN,2016,kg,,509.8,,,,,26.9,,,,
1,Alabama,PETROLEUM OIL,2016,kg,,,,,,,3848.4,,,,
1,Alabama,PHORATE,2016,kg,,,,,,,,,,12855.3,
1,Alabama,PHOSMET,2016,kg,,,,,,,2000.2,,,,
1,Alabama,PHOSPHORIC ACID,2016,kg,,,,,,,928.1,,,,
1,Alabama,PICLORAM,2016,kg,,,,,,,,,17592.9,,
1,Alabama,PICOXYSTROBIN,2016,kg,,,817.3,,,,,,,,
1,Alabama,PINOXADEN,2016,kg,,,60.1,,,,,,,,
1,Alabama,PROMETRYN,2016,kg,,,,5179.5,,,,,,,
1,Alabama,PROPAMOCARB HCL,2016,kg,,,,,1024.3,,,,,,
1,Alabama,PROPICONAZOLE,2016,kg,1243.0,90.3,909.7,,4.3,,238.0,,,4.4,
1,Alabama,PROTHIOCONAZOLE,2016,kg,200.0,101.2,1833.3,,,,,,,42.0,
1,Alabama,PYRACLOSTROBIN,2016,kg,1235.3,725.2,1438.6,1254.6,29.5,,13.1,,,4300.6,
1,Alabama,PYRIDABEN,2016,kg,,,,,,,160.8,,,,
1,Alabama,PYRITHIOBAC-SODIUM,2016,kg,,,,1215.5,,,,,,,
1,Alabama,PYROXSULAM,2016,kg,,,92.0,,,,,,,,
1,Alabama,RIMSULFURON,2016,kg,624.2,,,152.9,,,,,,45.0,
1,Alabama,SAFLUFENACIL,2016,kg,184.3,468.1,107.9,170.5,,,,,,28.7,
1,Alabama,SETHOXYDIM,2016,kg,,,,,16.2,,,,,3.8,
1,Alabama,SIMAZINE,2016,kg,,,,,,,2.6,,,,
1,Alabama,SPINETORAM,2016,kg,,14.5,,,,,,,,,
1,Alabama,SULFOXAFLOR,2016,kg,,,,564.1,,,76.0,,,8.2,
1,Alabama,SULFUR,2016,kg,,,,,,,25676.9,,,,
1,Alabama,TEBUCONAZOLE,2016,kg,,5425.2,1865.1,,17.0,,137.2,,,25052.2,
1,Alabama,TEMBOTRIONE,2016,kg,2394.1,,,,3.8,,,,,,
1,Alabama,TERBACIL,2016,kg,,,,,,,1.1,,,,
1,Alabama,TERBUFOS,2016,kg,,,,,23.7,,,,,,
1,Alabama,TETRACONAZOLE,2016,kg,,2008.7,,,,,,,,,
1,Alabama,THIAMETHOXAM,2016,kg,,,,267.1,,,,,,,
1,Alabama,THIDIAZURON,2016,kg,,,,5708.3,,,,,,,
1,Alabama,THIENCARBAZONE-METHYL,2016,kg,16.8,,,,,,,,,,
1,Alabama,THIFENSULFURON,2016,kg,588.8,25.9,324.4,152.9,,,,,,45.0,
1,Alabama,THIOPHANATE-METHYL,2016,kg,,,,,,,132.5,,,449.0,
1,Alabama,TRIBENURON METHYL,2016,kg,,,244.7,,,,,,,,
1,Alabama,TRIBUFOS,2016,kg,,,,84257.2,,,,,,,
1,Alabama,TRICLOPYR,2016,kg,,,,,,,,,3286.5,,
1,Alabama,TRIFLOXYSTROBIN,2016,kg,596.0,391.0,,,,,138.8,,,109.0,
1,Alabama,TRIFLOXYSULFURON,2016,kg,,,,25.8,,,,,,,
1,Alabama,TRIFLURALIN,2016,kg,,2858.5,,1872.4,15.8,,,,,,
1,Alabama,ZETA-CYPERMETHRIN,2016,kg,,1248.5,313.4,101.2,0.4,,2.8,0.2,,,
1,Alabama,ZIRAM,2016,kg,,,,,,,173.6,,,,
4,Arizona,"2,4-D",2016,kg,85.6,,6392.3,,0.0,,70.1,,8771.2,3077.2,
4,Arizona,"2,4-DB",2016,kg,,,,,,,,,35.5,,
4,Arizona,ABAMECTIN,2016,kg,,,,,16.7,,34.5,,,,
4,Arizona,ACEPHATE,2016,kg,,,,,79.9,,,,,,
4,Arizona,ACEQUINOCYL,2016,kg,,,,,1.1,,,,,,
4,Arizona,ACETAMIPRID,2016,kg,,,,264.5,579.9,,222.3,,,,
4,Arizona,ACIBENZOLAR,2016,kg,,,,,138.3,,,,,,
4,Arizona,AMECTOCTRADIN,2016,kg,,,,,2976.5,,,,,,
4,Arizona,ATRAZINE,2016,kg,135.7,,,,62.3,,,,,,
4,Arizona,AZADIRACHTIN,2016,kg,,,,,2.6,,,,,,
4,Arizona,AZOXYSTROBIN,2016,kg,,,,,543.6,,18.9,,,,
4,Arizona,BACILLUS AMYLOLIQUIFACIEN,2016,kg,,,,,21990.7,,,,,,
4,Arizona,BACILLUS PUMILIS,2016,kg,,,,,1.0,,0.5,,,,
4,Arizona,BACILLUS SUBTILIS,2016,kg,,,,,191.5,,9.1,,,,
4,Arizona,BACILLUS THURINGIENSIS,2016,kg,,,,,332.1,,4.6,,,,
4,Arizona,BENFLURALIN,2016,kg,,,,,14265.8,,,,,,
4,Arizona,BENSULIDE,2016,kg,,,,,161283.6,,,,,,
4,Arizona,BIFENAZATE,2016,kg,,,,,1.4,,22.1,,,,
4,Arizona,BIFENTHRIN,2016,kg,,,,,2107.9,,2.7,,,,
4,Arizona,BOSCALID,2016,kg,,,,,331.9,,208.7,,,,
4,Arizona,BROMACIL,2016,kg,,,,,,,325.4,,,,
4,Arizona,BROMOXYNIL,2016,kg,,,,,60.6,,,,,2414.9,
4,Arizona,BUPROFEZIN,2016,kg,,,,2226.4,3020.9,,47.7,,,,
4,Arizona,BURKHOLDERIA SPP,2016,kg,,,,,16.4,,,,,,
4,Arizona,CALCIUM POLYSULFIDE,2016,kg,,,,,258.4,,1808.0,,,,
4,Arizona,CAPTAN,2016,kg,,,,,7.1,,,,,,
4,Arizona,CARBARYL,2016,kg,,,,,90.4,,41.1,,,,
4,Arizona,CARFENTRAZONE-ETHYL,2016,kg,,,,71.7,0.7,,0.6,,,,
4,Arizona,CHLORANTRANILIPROLE,2016,kg,,,,,814.0,,23.3,,,,
4,Arizona,CHLOROPICRIN,2016,kg,,,,,20493.1,,,,,,
4,Arizona,CHLOROTHALONIL,2016,kg,,,,,2044.1,,2.8,,,,
4,Arizona,CHLORPYRIFOS,2016,kg,,,,,189.8,,3702.9,8158.7,,,
4,Arizona,CHLORSULFURON,2016,kg,,,1.4,,,,,,,,
4,Arizona,CHROMOBACTERIUM SUBTSUGAE,2016,kg,,,,,0.1,,47.7,,,,
4,Arizona,CLETHODIM,2016,kg,,,,,116.7,,74.2,,,,
4,Arizona,CLODINAFOP,2016,kg,,,685.3,,,,,,,,
4,Arizona,CLOFENTEZINE,2016,kg,,,,,,,0.0,,,,
4,Arizona,CLOTHIANIDIN,2016,kg,,,,,7.4,,6.9,,,,
4,Arizona,CONIOTHYRIUM MINITANS,2016,kg,,,,,10.0,,,,,,
4,Arizona,COPPER,2016,kg,,,,,,,83.3,,,,
4,Arizona,COPPER HYDROXIDE,2016,kg,,,,,331.2,,789.4,,,,
4,Arizona,COPPER OCTANOATE,2016,kg,,,,,3.6,,,,,,
4,Arizona,COPPER OXYCHLORIDE,2016,kg,,,,,39.4,,90.4,,,,
4,Arizona,COPPER SULFATE,2016,kg,,,,,,,675.2,,,,
4,Arizona,CRYOLITE,2016,kg,,,,,24.5,,,,,,
4,Arizona,CUPROUS OXIDE,2016,kg,,,,,3.5,,39.0,,,,
4,Arizona,CYANAMIDE,2016,kg,,,,,,,2032.2,,,,
4,Arizona,CYANTRANILIPROLE,2016,kg,,,,,373.3,,12.1,,,,
4,Arizona,CYAZOFAMID,2016,kg,,,,,108.4,,,,,,
4,Arizona,CYCLOATE,2016,kg,,,,,1426.4,,,,,,
4,Arizona,CYFLUFENAMID,2016,kg,,,,,99.4,,1.9,,,,
4,Arizona,CYFLUMETOFEN,2016,kg,,,,,0.0,,,,,,
4,Arizona,CYFLUTHRIN,2016,kg,,,,,92.2,,20.4,41.6,,,
4,Arizona,CYHALOTHRIN-LAMBDA,2016,kg,,,,,736.5,,0.4,338.2,,,
4,Arizona,CYMOXANIL,2016,kg,,,,,1859.2,,,,,,
4,Arizona,CYPRODINIL,2016,kg,,,,,1.3,,47.0,,,,
4,Arizona,CYROMAZINE,2016,kg,,,,,5.5,,,,,,
4,Arizona,CYTOKININ,2016,kg,,,,0.2,,,,,,,
4,Arizona,DCPA,2016,kg,,,,,2416.3,,,,,,
4,Arizona,DIAZINON,2016,kg,,,,,1.3,,212.6,,,,
4,Arizona,DICAMBA,2016,kg,741.5,,,,0.0,,,814.4,1.9,116.6,
4,Arizona,DICHLOROPROPENE,2016,kg,,,,,56889.0,,,,,,
4,Arizona,DICLORAN,2016,kg,,,,,197.3,,,,,,
4,Arizona,DIFENOCONAZOLE,2016,kg,,,,,69.1,,6.5,,,,
4,Arizona,DIMETHENAMID-P,2016,kg,,,,,221.9,,,,,,
4,Arizona,DIMETHENAMID & DIMETHENAMID-P,2016,kg,,,,,221.9,,,,,,
4,Arizona,DIMETHOATE,2016,kg,,,535.0,153.7,88.8,,,,,,
4,Arizona,DIMETHOMORPH,2016,kg,,,,,5959.6,,,,,,
4,Arizona,DINOTEFURAN,2016,kg,,,,,1438.0,,4.8,,,,
4,Arizona,DIURON,2016,kg,,,,3600.1,,,559.7,,,,
4,Arizona,EMAMECTIN,2016,kg,,,,,233.8,,,,,,
4,Arizona,EPTC,2016,kg,,,,,2398.7,,,,,,
4,Arizona,ESFENVALERATE,2016,kg,,,,,107.5,,18.0,,,,
4,Arizona,ETHALFLURALIN,2016,kg,,,,,758.7,,,,,,
4,Arizona,ETHEPHON,2016,kg,,,,9941.1,1.8,,11.8,,,,
4,Arizona,ETHOFUMESATE,2016,kg,,,,,116.5,,,,,,
4,Arizona,ETOXAZOLE,2016,kg,,,,,,,6.8,,,,
4,Arizona,FAMOXADONE,2016,kg,,,,,0.0,,,,,,
4,Arizona,FENAMIDONE,2016,kg,,,,,2241.2,,,,,,
4,Arizona,FENBUCONAZOLE,2016,kg,,,,,,,0.2,,,,
4,Arizona,FENHEXAMID,2016,kg,,,,,0.2,,44.0,,,,
4,Arizona,FENPROPATHRIN,2016,kg,,,,,692.7,,260.1,,,,
4,Arizona,FENPYROXIMATE,2016,kg,,,,,55.7,,6.4,,,,
4,Arizona,FLONICAMID,2016,kg,,,,5010.4,245.0,,,,,,
4,Arizona,FLUAZIFOP,2016,kg,,,,,200.6,,,,,,
4,Arizona,FLUBENDIAMIDE,2016,kg,,,,,498.6,,0.0,,,,
4,Arizona,FLUDIOXONIL,2016,kg,,,,,0.7,,,,,,
4,Arizona,FLUMIOXAZIN,2016,kg,,,,,0.5,,19.1,,,,
4,Arizona,FLUOPICOLIDE,2016,kg,,,,,263.2,,,,,,
4,Arizona,FLUOPYRAM,2016,kg,,,,,,,15.5,,,,
4,Arizona,FLUPYRADIFURONE,2016,kg,,,,,58.9,,0.7,,,,
4,Arizona,FLUTHIACET-METHYL,2016,kg,,,,24.0,,,,,,,
4,Arizona,FLUTRIAFOL,2016,kg,,,,35.4,,,,,,,
4,Arizona,FLUXAPYROXAD,2016,kg,,,,,1.8,,,,,,
4,Arizona,FOSETYL,2016,kg,,,,,297.2,,,,,,
4,Arizona,GIBBERELLIC ACID,2016,kg,,,,,,,8.2,,,,
4,Arizona,GLIOCLADIUM VIRENS,2016,kg,,,,,0.0,,,,,,
4,Arizona,GLUFOSINATE,2016,kg,,,,9474.8,,,921.7,,,,
4,Arizona,GLYPHOSATE,2016,kg,33698.6,,41.7,124035.3,12540.2,,5861.7,35095.2,8854.9,987.5,
4,Arizona,HALOSULFURON,2016,kg,,,,,8.1,,,,,,
4,Arizona,HEXYTHIAZOX,2016,kg,383.4,,,,2.0,,0.0,,,,
4,Arizona,HYDROGEN PEROXIDE,2016,kg,,,,,2119.3,,,,,,
4,Arizona,IBA,2016,kg,,,,2.1,,,,,,,
4,Arizona,IMAZAMOX,2016,kg,,,,,,,,408.6,,,
4,Arizona,IMAZETHAPYR,2016,kg,,,,,63.2,,,,,,
4,Arizona,IMIDACLOPRID,2016,kg,,,,,10836.7,,250.9,,,,
4,Arizona,INDAZIFLAM,2016,kg,,,,,,,21.0,,,,
4,Arizona,INDOXACARB,2016,kg,,,,,57.8,,,,,,
4,Arizona,IPRODIONE,2016,kg,,,,,1657.1,,36.4,,,,
4,Arizona,ISARIA FUMOSOROSEA,2016,kg,,,,,13.7,,,,,,
4,Arizona,ISOXABEN,2016,kg,,,,,,,4.4,,,,
4,Arizona,KAOLIN CLAY,2016,kg,,,,,273.9,,,,,,
4,Arizona,KRESOXIM-METHYL,2016,kg,,,,,481.1,,1.9,,,,
4,Arizona,LINURON,2016,kg,,,,,593.4,,,,,,
4,Arizona,MALATHION,2016,kg,,,,,110.7,,3.1,55909.3,,,
4,Arizona,MANCOZEB,2016,kg,,,1096.6,,27981.1,,1.0,,,,
4,Arizona,MANDIPROPAMID,2016,kg,,,,,2136.3,,,,,,
4,Arizona,MCPA,2016,kg,,,2041.5,,,,,,,846.1,
4,Arizona,MEFENOXAM,2016,kg,,,,,2858.8,,102.7,,,,
4,Arizona,MEPIQUAT,2016,kg,,,,3894.3,,,,,,,
4,Arizona,MESOSULFURON,2016,kg,,,18.0,,,,,,,,
4,Arizona,METALDEHYDE,2016,kg,,,,,,,8.8,,,,
4,Arizona,METAM,2016,kg,,,,,151810.0,,,,,,
4,Arizona,METAM POTASSIUM,2016,kg,,,,,150891.3,,,,,,
4,Arizona,METCONAZOLE,2016,kg,,,,,,,1.2,,,,
4,Arizona,METHOMYL,2016,kg,,,,,2473.8,,,,,,
4,Arizona,METHOXYFENOZIDE,2016,kg,,,,,257.5,,60.9,,,,
4,Arizona,METHYL BROMIDE,2016,kg,,,,,30.0,,,,,,
4,Arizona,METOLACHLOR-S,2016,kg,5875.2,,,,1560.0,,,,,,
4,Arizona,METOLACHLOR & METOLACHLOR-S,2016,kg,5875.2,,,,1560.0,,,,,,
4,Arizona,METRAFENONE,2016,kg,,,,,,,4.3,,,,
4,Arizona,METRIBUZIN,2016,kg,,,,,0.5,,,,,,
4,Arizona,MYCLOBUTANIL,2016,kg,,,,,163.9,,31.6,,,,
4,Arizona,NALED,2016,kg,,,,,0.1,,,,,,
4,Arizona,NAPROPAMIDE,2016,kg,,,,,1484.4,,,,,,
4,Arizona,NEEM OIL,2016,kg,,,,,,,96.5,,,,
4,Arizona,NOVALURON,2016,kg,,,,,0.0,,,,,,
4,Arizona,ORYZALIN,2016,kg,,,,,,,36.2,,,,
4,Arizona,OXATHIAPIPROLIN,2016,kg,,,,,21.7,,,,,,
4,Arizona,OXYFLUORFEN,2016,kg,,,,341.0,1449.1,,1455.8,,,,
4,Arizona,OXYTETRACYCLINE,2016,kg,,,,,,,4.2,,,,
4,Arizona,PAECILOMYCES LILACINUS,2016,kg,,,,,3.7,,63.9,,,,
4,Arizona,PARAQUAT,2016,kg,,,,10884.8,72.6,,647.9,,,,
4,Arizona,PENDIMETHALIN,2016,kg,,,,24620.0,977.9,,3142.3,23698.0,,,
4,Arizona,PENOXSULAM,2016,kg,,,,,,,0.0,,,,
4,Arizona,PENTHIOPYRAD,2016,kg,,,,,919.3,,5.9,,,,
4,Arizona,PERMETHRIN,2016,kg,,,,,11179.4,,,,,,
4,Arizona,PETROLEUM OIL,2016,kg,,,,,15.3,,111279.5,,,,
4,Arizona,PHORATE,2016,kg,,,,2045.9,,,,,,,
4,Arizona,PHOSPHORIC ACID,2016,kg,,,,,18837.9,,212.4,,,,
4,Arizona,PICLORAM,2016,kg,,,,,,,,,56.3,,
4,Arizona,POLYOXORIM,2016,kg,,,,,0.3,,1.1,,,,
4,Arizona,POTASSIUM BICARBONATE,2016,kg,,,,,0.5,,794.4,,,,
4,Arizona,POTASSIUM OLEATE,2016,kg,,,,,0.6,,,,,,
4,Arizona,PROMETRYN,2016,kg,,,,9488.0,288.8,,,,,,
4,Arizona,PROPAMOCARB HCL,2016,kg,,,,,290.1,,,,,,
4,Arizona,PROPARGITE,2016,kg,173.6,,,,,,9.1,,,,
4,Arizona,PROPICONAZOLE,2016,kg,,,,,125.1,,5.1,,,,
4,Arizona,PROPYZAMIDE,2016,kg,,,,,19883.5,,,,,,
4,Arizona,PYRACLOSTROBIN,2016,kg,,,,,358.0,,147.8,,,,
4,Arizona,PYRAFLUFEN ETHYL,2016,kg,,,,,,,5.0,,,,
4,Arizona,PYRASULFOTOLE,2016,kg,,,,,,,,,,379.9,
4,Arizona,PYRETHRINS,2016,kg,,,,,74.6,,32.0,,,,
4,Arizona,PYRIMETHANIL,2016,kg,,,,,0.7,,22.0,,,,
4,Arizona,PYRIPROXYFEN,2016,kg,,,,319.0,,,8.1,,,,
4,Arizona,PYROXSULAM,2016,kg,,,88.9,,,,,,,,
4,Arizona,QUINOXYFEN,2016,kg,,,,,368.8,,13.9,,,,
4,Arizona,REYNOUTRIA SACHALINENSIS,2016,kg,,,,,951.6,,,,,,
4,Arizona,RIMSULFURON,2016,kg,1.5,,,,0.1,,24.7,,,,
4,Arizona,SAFLUFENACIL,2016,kg,,,0.3,,,,25.0,,,,
4,Arizona,SETHOXYDIM,2016,kg,,,,,16.8,,,,,,
4,Arizona,SIMAZINE,2016,kg,,,,,,,134.0,,,,
4,Arizona,SODIUM CHLORATE,2016,kg,,,,50538.4,,,,,,,
4,Arizona,SPINETORAM,2016,kg,,,,73.9,3238.5,,153.9,,,,
4,Arizona,SPINOSYN,2016,kg,,,,,308.1,,19.3,,,,
4,Arizona,SPIRODICLOFEN,2016,kg,,,,,,,15.4,,,,
4,Arizona,SPIROMESIFEN,2016,kg,7493.1,,,,74.7,,,,,,
4,Arizona,SPIROTETRAMAT,2016,kg,,,,,1458.4,,486.8,,,,
4,Arizona,STREPTOMYCES LYDICUS,2016,kg,,,,,0.0,,,,,,
4,Arizona,SULFOXAFLOR,2016,kg,,,,,60.3,,,,,,
4,Arizona,SULFUR,2016,kg,,,,,75309.3,,14575.2,,,,
4,Arizona,TEBUCONAZOLE,2016,kg,,,,,0.2,,15.7,,,,
4,Arizona,TEMBOTRIONE,2016,kg,3.7,,,,,,,,,,
4,Arizona,TETRACONAZOLE,2016,kg,,,,,0.0,,1.4,,,,
4,Arizona,THIAMETHOXAM,2016,kg,,,,,532.1,,48.3,,,,
4,Arizona,THIDIAZURON,2016,kg,,,,5121.9,,,,,,,
4,Arizona,THIFENSULFURON,2016,kg,0.2,,459.1,,,,,,,0.0,
4,Arizona,THIOPHANATE-METHYL,2016,kg,,,,,0.2,,,,,,
4,Arizona,THIRAM,2016,kg,,,,,0.9,,,,,,
4,Arizona,TOLFENPYRAD,2016,kg,,,,,847.6,,,,,,
4,Arizona,TRIBENURON METHYL,2016,kg,,,122.8,,,,,,,0.0,
4,Arizona,TRIBUFOS,2016,kg,,,,1022.8,,,,,,,
4,Arizona,TRIFLOXYSTROBIN,2016,kg,,,,,6.3,,27.3,,,,
4,Arizona,TRIFLUMIZOLE,2016,kg,,,,,235.0,,14.2,,,,
4,Arizona,TRIFLURALIN,2016,kg,,,,6568.3,3094.0,,,9863.0,,,
4,Arizona,ZETA-CYPERMETHRIN,2016,kg,,,,,290.2,,4.2,277.6,,,
4,Arizona,ZIRAM,2016,kg,,,,,,,187.2,,,,
5,Arkansas,"2,4-D",2016,kg,90680.7,138212.2,9424.4,36772.2,,27939.1,4.7,,414013.3,629.2,
5,Arkansas,"2,4-DB",2016,kg,,,,,,,,,,574.3,
